"";"education";"ocupation";"area";"age group";"recomendation";"firma";"score";"detractor";"neutral";"promoter";"total"
"1177";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"51 - 60";10;"Jaskier";"Promoter";0;0;1;1
"1178";"Œrednie ogólne";"Agronom ekspert";"mniej ni¿ 25 ha";"31 - 40";9;"Jaskier";"Promoter";0;0;1;1
"1179";"Œrednie ogólne";"G³ówny agronom";"100.01 - 250 ha";"mniej ni¿ 30";9;"Jaskier";"Promoter";0;0;1;1
"1180";"Œrednie ogólne";"G³ówny agronom";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";9;"Jaskier";"Promoter";0;0;1;1
"1181";"Œrednie ogólne";"W³aœciciel";"25.01 - 50 ha";"31 - 40";4;"Jaskier";"Detractor";1;0;0;1
"1182";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"mniej ni¿ 30";8;"Jaskier";"Neutral";0;1;0;1
"1183";"Wy¿sze";"G³ówny agronom";"100.01 - 250 ha";"41 - 50";9;"Jaskier";"Promoter";0;0;1;1
"1184";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"41 - 50";3;"Jaskier";"Detractor";1;0;0;1
"1185";"Œrednie techniczne";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";10;"Jaskier";"Promoter";0;0;1;1
"1186";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"31 - 40";4;"Jaskier";"Detractor";1;0;0;1
"1187";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"powy¿ej 60";5;"Jaskier";"Detractor";1;0;0;1
"1188";"Œrednie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"41 - 50";9;"Jaskier";"Promoter";0;0;1;1
"1189";"Œrednie techniczne";"W³aœciciel";"mniej ni¿ 25 ha";"41 - 50";7;"Jaskier";"Neutral";0;1;0;1
"1190";"Œrednie ogólne";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";9;"Jaskier";"Promoter";0;0;1;1
"1191";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"31 - 40";7;"Jaskier";"Neutral";0;1;0;1
"1192";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"31 - 40";2;"Jaskier";"Detractor";1;0;0;1
"1193";"Œrednie techniczne";"W³aœciciel";"100.01 - 250 ha";"31 - 40";9;"Jaskier";"Promoter";0;0;1;1
"1194";"Œrednie ogólne";"Agronom ekspert";"100.01 - 250 ha";"51 - 60";7;"Jaskier";"Neutral";0;1;0;1
"1195";"Œrednie techniczne";"W³aœciciel";"50.01 - 100 ha";"powy¿ej 60";7;"Jaskier";"Neutral";0;1;0;1
"1196";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"powy¿ej 60";7;"Jaskier";"Neutral";0;1;0;1
"1197";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"mniej ni¿ 30";1;"Jaskier";"Detractor";1;0;0;1
"1198";"Œrednie ogólne";"G³ówny agronom";"wiêcej ni¿ 250 ha";"41 - 50";4;"Jaskier";"Detractor";1;0;0;1
"1199";"Œrednie ogólne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"powy¿ej 60";0;"Jaskier";"Detractor";1;0;0;1
"1200";"Œrednie ogólne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"51 - 60";3;"Jaskier";"Detractor";1;0;0;1
"1201";"Œrednie techniczne";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"51 - 60";9;"Jaskier";"Promoter";0;0;1;1
"1202";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"41 - 50";2;"Jaskier";"Detractor";1;0;0;1
"1203";"Œrednie techniczne";"Pracownik techniczny";"mniej ni¿ 25 ha";"51 - 60";5;"Jaskier";"Detractor";1;0;0;1
"1204";"Œrednie ogólne";"Dyrektor/wicedyrektor";"mniej ni¿ 25 ha";"51 - 60";7;"Jaskier";"Neutral";0;1;0;1
"1205";"Œrednie ogólne";"Pracownik techniczny";"mniej ni¿ 25 ha";"51 - 60";4;"Jaskier";"Detractor";1;0;0;1
"1206";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"mniej ni¿ 30";6;"Jaskier";"Detractor";1;0;0;1
"1207";"Œrednie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"powy¿ej 60";7;"Jaskier";"Neutral";0;1;0;1
"1208";"Wy¿sze rolnicze";"W³aœciciel";"mniej ni¿ 25 ha";"41 - 50";10;"Jaskier";"Promoter";0;0;1;1
"1209";"Wy¿sze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"51 - 60";10;"Jaskier";"Promoter";0;0;1;1
"1210";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"31 - 40";7;"Jaskier";"Neutral";0;1;0;1
"1211";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"31 - 40";1;"Jaskier";"Detractor";1;0;0;1
"1212";"Œrednie ogólne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"powy¿ej 60";2;"Jaskier";"Detractor";1;0;0;1
"1213";"Œrednie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";4;"Jaskier";"Detractor";1;0;0;1
"1214";"Œrednie ogólne";"Agronom ekspert";"mniej ni¿ 25 ha";"41 - 50";7;"Jaskier";"Neutral";0;1;0;1
"1215";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"51 - 60";9;"Jaskier";"Promoter";0;0;1;1
"1216";"Œrednie techniczne";"Agronom ekspert";"25.01 - 50 ha";"51 - 60";1;"Jaskier";"Detractor";1;0;0;1
"1217";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"41 - 50";9;"Jaskier";"Promoter";0;0;1;1
"1218";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"41 - 50";7;"Jaskier";"Neutral";0;1;0;1
"1219";"Œrednie techniczne";"Agronom ekspert";"100.01 - 250 ha";"41 - 50";3;"Jaskier";"Detractor";1;0;0;1
"1220";"Œrednie techniczne";"Agronom ekspert";"25.01 - 50 ha";"31 - 40";7;"Jaskier";"Neutral";0;1;0;1
"1221";"Œrednie ogólne";"W³aœciciel";"25.01 - 50 ha";"31 - 40";9;"Jaskier";"Promoter";0;0;1;1
"1222";"Œrednie ogólne";"W³aœciciel";"25.01 - 50 ha";"powy¿ej 60";3;"Jaskier";"Detractor";1;0;0;1
"1223";"Œrednie ogólne";"G³ówny agronom";"100.01 - 250 ha";"51 - 60";2;"Jaskier";"Detractor";1;0;0;1
"1224";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"41 - 50";8;"Jaskier";"Neutral";0;1;0;1
"1225";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";10;"Jaskier";"Promoter";0;0;1;1
"1226";"Œrednie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";4;"Jaskier";"Detractor";1;0;0;1
"1227";"Œrednie techniczne";"W³aœciciel";"mniej ni¿ 25 ha";"31 - 40";1;"Jaskier";"Detractor";1;0;0;1
"1228";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";6;"Jaskier";"Detractor";1;0;0;1
"1229";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"41 - 50";9;"Jaskier";"Promoter";0;0;1;1
"1230";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"31 - 40";9;"Jaskier";"Promoter";0;0;1;1
"1231";"Œrednie ogólne";"Agronom ekspert";"50.01 - 100 ha";"41 - 50";3;"Jaskier";"Detractor";1;0;0;1
"1232";"Œrednie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";9;"Jaskier";"Promoter";0;0;1;1
"1233";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"41 - 50";6;"Jaskier";"Detractor";1;0;0;1
"1234";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"31 - 40";7;"Jaskier";"Neutral";0;1;0;1
"1235";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"31 - 40";5;"Jaskier";"Detractor";1;0;0;1
"1236";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"51 - 60";8;"Jaskier";"Neutral";0;1;0;1
"1237";"Wy¿sze rolnicze";"W³aœciciel";"mniej ni¿ 25 ha";"41 - 50";3;"Jaskier";"Detractor";1;0;0;1
"1238";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"powy¿ej 60";6;"Jaskier";"Detractor";1;0;0;1
"1239";"Œrednie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";9;"Jaskier";"Promoter";0;0;1;1
"1240";"Œrednie ogólne";"Agronom ekspert";"mniej ni¿ 25 ha";"31 - 40";4;"Jaskier";"Detractor";1;0;0;1
"1241";"Œrednie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";9;"Jaskier";"Promoter";0;0;1;1
"1242";"Œrednie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"mniej ni¿ 30";10;"Jaskier";"Promoter";0;0;1;1
"1243";"Œrednie ogólne";"Agronom ekspert";"mniej ni¿ 25 ha";"31 - 40";10;"Jaskier";"Promoter";0;0;1;1
"1244";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";8;"Jaskier";"Neutral";0;1;0;1
"1245";"Œrednie ogólne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"41 - 50";6;"Jaskier";"Detractor";1;0;0;1
"1246";"Œrednie ogólne";"Pracownik techniczny";"25.01 - 50 ha";"41 - 50";3;"Jaskier";"Detractor";1;0;0;1
"1247";"Œrednie ogólne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"31 - 40";2;"Jaskier";"Detractor";1;0;0;1
"1248";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"31 - 40";9;"Jaskier";"Promoter";0;0;1;1
"1249";"Œrednie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";9;"Jaskier";"Promoter";0;0;1;1
"1250";"Œrednie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"mniej ni¿ 30";10;"Jaskier";"Promoter";0;0;1;1
"1251";"Œrednie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"mniej ni¿ 30";9;"Jaskier";"Promoter";0;0;1;1
"1252";"Œrednie techniczne";"W³aœciciel";"50.01 - 100 ha";"41 - 50";7;"Jaskier";"Neutral";0;1;0;1
"1253";"Œrednie ogólne";"G³ówny agronom";"mniej ni¿ 25 ha";"31 - 40";3;"Jaskier";"Detractor";1;0;0;1
"1254";"Œrednie ogólne";"Dyrektor/wicedyrektor";"mniej ni¿ 25 ha";"51 - 60";10;"Jaskier";"Promoter";0;0;1;1
"1255";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"41 - 50";2;"Jaskier";"Detractor";1;0;0;1
"1256";"Œrednie ogólne";"W³aœciciel";"25.01 - 50 ha";"51 - 60";9;"Jaskier";"Promoter";0;0;1;1
"1257";"Wy¿sze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"31 - 40";4;"Jaskier";"Detractor";1;0;0;1
"1258";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"41 - 50";2;"Jaskier";"Detractor";1;0;0;1
"1259";"Wy¿sze rolnicze";"Pracownik techniczny";"25.01 - 50 ha";"mniej ni¿ 30";2;"Jaskier";"Detractor";1;0;0;1
"1260";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";9;"Jaskier";"Promoter";0;0;1;1
"1261";"Wy¿sze";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"powy¿ej 60";5;"Jaskier";"Detractor";1;0;0;1
"1262";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"mniej ni¿ 30";8;"Jaskier";"Neutral";0;1;0;1
"1263";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"powy¿ej 60";1;"Jaskier";"Detractor";1;0;0;1
"1264";"Wy¿sze";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"51 - 60";2;"Jaskier";"Detractor";1;0;0;1
"1265";"Œrednie techniczne";"G³ówny agronom";"50.01 - 100 ha";"powy¿ej 60";7;"Jaskier";"Neutral";0;1;0;1
"1266";"Œrednie ogólne";"Pracownik techniczny";"25.01 - 50 ha";"41 - 50";7;"Jaskier";"Neutral";0;1;0;1
"1267";"Wy¿sze rolnicze";"W³aœciciel";"wiêcej ni¿ 250 ha";"51 - 60";2;"Jaskier";"Detractor";1;0;0;1
"1268";"Œrednie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"powy¿ej 60";3;"Jaskier";"Detractor";1;0;0;1
"1269";"Wy¿sze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"31 - 40";9;"Jaskier";"Promoter";0;0;1;1
"1270";"Wy¿sze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"powy¿ej 60";10;"Jaskier";"Promoter";0;0;1;1
"1271";"Wy¿sze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"41 - 50";6;"Jaskier";"Detractor";1;0;0;1
"1272";"Wy¿sze rolnicze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"51 - 60";7;"Jaskier";"Neutral";0;1;0;1
"1273";"Wy¿sze rolnicze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"31 - 40";5;"Jaskier";"Detractor";1;0;0;1
"1274";"Œrednie ogólne";"G³ówny agronom";"50.01 - 100 ha";"powy¿ej 60";8;"Jaskier";"Neutral";0;1;0;1
"1275";"Wy¿sze";"Pracownik techniczny";"25.01 - 50 ha";"51 - 60";1;"Jaskier";"Detractor";1;0;0;1
"1276";"Œrednie techniczne";"W³aœciciel";"mniej ni¿ 25 ha";"powy¿ej 60";7;"Jaskier";"Neutral";0;1;0;1
"1277";"Œrednie techniczne";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"powy¿ej 60";0;"Jaskier";"Detractor";1;0;0;1
"1278";"Œrednie ogólne";"G³ówny agronom";"50.01 - 100 ha";"mniej ni¿ 30";3;"Jaskier";"Detractor";1;0;0;1
"1279";"Œrednie ogólne";"Agronom ekspert";"mniej ni¿ 25 ha";"51 - 60";4;"Jaskier";"Detractor";1;0;0;1
"1280";"Œrednie ogólne";"Agronom ekspert";"100.01 - 250 ha";"powy¿ej 60";4;"Jaskier";"Detractor";1;0;0;1
"1281";"Wy¿sze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"powy¿ej 60";6;"Jaskier";"Detractor";1;0;0;1
"1282";"Wy¿sze";"Dyrektor/wicedyrektor";"25.01 - 50 ha";"51 - 60";10;"Jaskier";"Promoter";0;0;1;1
"1283";"Wy¿sze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";2;"Jaskier";"Detractor";1;0;0;1
"1284";"Œrednie ogólne";"Dyrektor/wicedyrektor";"mniej ni¿ 25 ha";"51 - 60";4;"Jaskier";"Detractor";1;0;0;1
"1285";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"51 - 60";10;"Jaskier";"Promoter";0;0;1;1
"1286";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"powy¿ej 60";7;"Jaskier";"Neutral";0;1;0;1
"1287";"Œrednie techniczne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"31 - 40";10;"Jaskier";"Promoter";0;0;1;1
"1288";"Wy¿sze rolnicze";"Agronom ekspert";"25.01 - 50 ha";"powy¿ej 60";2;"Jaskier";"Detractor";1;0;0;1
"1289";"Œrednie techniczne";"W³aœciciel";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";2;"Jaskier";"Detractor";1;0;0;1
"1290";"Wy¿sze rolnicze";"W³aœciciel";"100.01 - 250 ha";"41 - 50";7;"Jaskier";"Neutral";0;1;0;1
"1291";"Inne";"Pracownik techniczny";"50.01 - 100 ha";"mniej ni¿ 30";0;"Jaskier";"Detractor";1;0;0;1
"1292";"Œrednie ogólne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"41 - 50";4;"Jaskier";"Detractor";1;0;0;1
"1293";"Œrednie ogólne";"Pracownik techniczny";"25.01 - 50 ha";"powy¿ej 60";8;"Jaskier";"Neutral";0;1;0;1
"1294";"Œrednie ogólne";"Agronom ekspert";"100.01 - 250 ha";"powy¿ej 60";3;"Jaskier";"Detractor";1;0;0;1
"1295";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";7;"Jaskier";"Neutral";0;1;0;1
"1296";"Wy¿sze rolnicze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"31 - 40";6;"Jaskier";"Detractor";1;0;0;1
"1297";"Œrednie techniczne";"G³ówny agronom";"25.01 - 50 ha";"powy¿ej 60";2;"Jaskier";"Detractor";1;0;0;1
"1298";"Wy¿sze";"W³aœciciel";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";6;"Jaskier";"Detractor";1;0;0;1
"1299";"Wy¿sze";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";4;"Jaskier";"Detractor";1;0;0;1
"1300";"Wy¿sze";"Dyrektor/wicedyrektor";"mniej ni¿ 25 ha";"51 - 60";8;"Jaskier";"Neutral";0;1;0;1
"1301";"Wy¿sze rolnicze";"Pracownik techniczny";"mniej ni¿ 25 ha";"mniej ni¿ 30";9;"Jaskier";"Promoter";0;0;1;1
"1302";"Wy¿sze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"powy¿ej 60";9;"Jaskier";"Promoter";0;0;1;1
"1303";"Wy¿sze";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"51 - 60";8;"Jaskier";"Neutral";0;1;0;1
"1304";"Œrednie techniczne";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"51 - 60";5;"Jaskier";"Detractor";1;0;0;1
"1305";"Wy¿sze rolnicze";"G³ówny agronom";"50.01 - 100 ha";"powy¿ej 60";5;"Jaskier";"Detractor";1;0;0;1
"1306";"Œrednie techniczne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"31 - 40";6;"Jaskier";"Detractor";1;0;0;1
"1307";"Œrednie techniczne";"G³ówny agronom";"wiêcej ni¿ 250 ha";"31 - 40";10;"Jaskier";"Promoter";0;0;1;1
"1308";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"powy¿ej 60";7;"Jaskier";"Neutral";0;1;0;1
"1309";"Wy¿sze rolnicze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";6;"Jaskier";"Detractor";1;0;0;1
"1310";"Wy¿sze rolnicze";"Agronom ekspert";"100.01 - 250 ha";"powy¿ej 60";5;"Jaskier";"Detractor";1;0;0;1
"1311";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"powy¿ej 60";1;"Jaskier";"Detractor";1;0;0;1
"1312";"Œrednie techniczne";"W³aœciciel";"wiêcej ni¿ 250 ha";"51 - 60";5;"Jaskier";"Detractor";1;0;0;1
"1313";"Œrednie techniczne";"W³aœciciel";"100.01 - 250 ha";"51 - 60";1;"Jaskier";"Detractor";1;0;0;1
"1314";"Wy¿sze rolnicze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"31 - 40";3;"Jaskier";"Detractor";1;0;0;1
"1315";"Wy¿sze rolnicze";"Agronom ekspert";"100.01 - 250 ha";"powy¿ej 60";6;"Jaskier";"Detractor";1;0;0;1
"1316";"Wy¿sze";"Pracownik techniczny";"100.01 - 250 ha";"powy¿ej 60";2;"Jaskier";"Detractor";1;0;0;1
"1317";"Wy¿sze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"41 - 50";4;"Jaskier";"Detractor";1;0;0;1
"1318";"Wy¿sze rolnicze";"G³ówny agronom";"100.01 - 250 ha";"41 - 50";7;"Jaskier";"Neutral";0;1;0;1
"1319";"Wy¿sze rolnicze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";3;"Jaskier";"Detractor";1;0;0;1
"1320";"Œrednie techniczne";"Agronom ekspert";"50.01 - 100 ha";"41 - 50";6;"Jaskier";"Detractor";1;0;0;1
"1321";"Wy¿sze rolnicze";"W³aœciciel";"100.01 - 250 ha";"31 - 40";10;"Jaskier";"Promoter";0;0;1;1
"1322";"Wy¿sze";"Agronom ekspert";"50.01 - 100 ha";"31 - 40";4;"Jaskier";"Detractor";1;0;0;1
"1323";"Wy¿sze rolnicze";"Inna";"wiêcej ni¿ 250 ha";"51 - 60";9;"Jaskier";"Promoter";0;0;1;1
"1324";"Wy¿sze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"51 - 60";4;"Jaskier";"Detractor";1;0;0;1
"1325";"Wy¿sze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"31 - 40";7;"Jaskier";"Neutral";0;1;0;1
"1326";"Wy¿sze rolnicze";"G³ówny agronom";"100.01 - 250 ha";"powy¿ej 60";3;"Jaskier";"Detractor";1;0;0;1
"1327";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"powy¿ej 60";5;"Jaskier";"Detractor";1;0;0;1
"1328";"Wy¿sze";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"31 - 40";3;"Jaskier";"Detractor";1;0;0;1
"1329";"Œrednie techniczne";"G³ówny agronom";"25.01 - 50 ha";"powy¿ej 60";4;"Jaskier";"Detractor";1;0;0;1
"1330";"Wy¿sze rolnicze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"41 - 50";10;"Jaskier";"Promoter";0;0;1;1
"1331";"Œrednie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"powy¿ej 60";10;"Jaskier";"Promoter";0;0;1;1
"1332";"Œrednie ogólne";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"powy¿ej 60";0;"Jaskier";"Detractor";1;0;0;1
"1333";"Œrednie ogólne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"powy¿ej 60";4;"Jaskier";"Detractor";1;0;0;1
"1334";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"41 - 50";2;"Jaskier";"Detractor";1;0;0;1
"1335";"Œrednie techniczne";"W³aœciciel";"25.01 - 50 ha";"41 - 50";8;"Jaskier";"Neutral";0;1;0;1
"1336";"Œrednie ogólne";"Agronom ekspert";"50.01 - 100 ha";"powy¿ej 60";5;"Jaskier";"Detractor";1;0;0;1
"1337";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"powy¿ej 60";5;"Jaskier";"Detractor";1;0;0;1
"1338";"Wy¿sze rolnicze";"W³aœciciel";"100.01 - 250 ha";"51 - 60";10;"Jaskier";"Promoter";0;0;1;1
"1339";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";7;"Jaskier";"Neutral";0;1;0;1
"1340";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"25.01 - 50 ha";"powy¿ej 60";9;"Jaskier";"Promoter";0;0;1;1
"1341";"Wy¿sze rolnicze";"Agronom ekspert";"50.01 - 100 ha";"31 - 40";9;"Jaskier";"Promoter";0;0;1;1
"1342";"Œrednie techniczne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"powy¿ej 60";5;"Jaskier";"Detractor";1;0;0;1
"1343";"Wy¿sze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"powy¿ej 60";7;"Jaskier";"Neutral";0;1;0;1
"1344";"Wy¿sze";"Agronom ekspert";"mniej ni¿ 25 ha";"41 - 50";9;"Jaskier";"Promoter";0;0;1;1
"1345";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"41 - 50";6;"Jaskier";"Detractor";1;0;0;1
"1346";"Wy¿sze";"Agronom ekspert";"50.01 - 100 ha";"powy¿ej 60";6;"Jaskier";"Detractor";1;0;0;1
"1347";"Œrednie techniczne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"51 - 60";3;"Jaskier";"Detractor";1;0;0;1
"1348";"Wy¿sze";"G³ówny agronom";"100.01 - 250 ha";"mniej ni¿ 30";7;"Jaskier";"Neutral";0;1;0;1
"1349";"Œrednie ogólne";"G³ówny agronom";"50.01 - 100 ha";"51 - 60";6;"Jaskier";"Detractor";1;0;0;1
"1350";"Œrednie ogólne";"G³ówny agronom";"100.01 - 250 ha";"powy¿ej 60";4;"Jaskier";"Detractor";1;0;0;1
"1351";"Wy¿sze rolnicze";"W³aœciciel";"25.01 - 50 ha";"powy¿ej 60";6;"Jaskier";"Detractor";1;0;0;1
"1352";"Wy¿sze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"31 - 40";4;"Jaskier";"Detractor";1;0;0;1
"1353";"Wy¿sze";"G³ówny agronom";"100.01 - 250 ha";"powy¿ej 60";5;"Jaskier";"Detractor";1;0;0;1
"1354";"Œrednie techniczne";"W³aœciciel";"100.01 - 250 ha";"41 - 50";5;"Jaskier";"Detractor";1;0;0;1
"1355";"Œrednie ogólne";"G³ówny agronom";"wiêcej ni¿ 250 ha";"41 - 50";7;"Jaskier";"Neutral";0;1;0;1
"1356";"Œrednie techniczne";"W³aœciciel";"100.01 - 250 ha";"powy¿ej 60";10;"Jaskier";"Promoter";0;0;1;1
"1357";"Œrednie techniczne";"Agronom ekspert";"mniej ni¿ 25 ha";"powy¿ej 60";9;"Jaskier";"Promoter";0;0;1;1
"1358";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"51 - 60";4;"Jaskier";"Detractor";1;0;0;1
"1359";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"51 - 60";2;"Jaskier";"Detractor";1;0;0;1
"1360";"Wy¿sze rolnicze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";4;"Jaskier";"Detractor";1;0;0;1
"1361";"Wy¿sze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"31 - 40";3;"Jaskier";"Detractor";1;0;0;1
"1362";"Œrednie techniczne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";6;"Jaskier";"Detractor";1;0;0;1
"1363";"Wy¿sze rolnicze";"W³aœciciel";"100.01 - 250 ha";"powy¿ej 60";3;"Jaskier";"Detractor";1;0;0;1
"1364";"Œrednie techniczne";"W³aœciciel";"100.01 - 250 ha";"51 - 60";7;"Jaskier";"Neutral";0;1;0;1
"1365";"Œrednie techniczne";"W³aœciciel";"mniej ni¿ 25 ha";"31 - 40";9;"Jaskier";"Promoter";0;0;1;1
"1366";"Œrednie techniczne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"51 - 60";6;"Jaskier";"Detractor";1;0;0;1
"1367";"Œrednie ogólne";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"31 - 40";2;"Jaskier";"Detractor";1;0;0;1
"1369";"Wy¿sze rolnicze";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";5;"Jaskier";"Detractor";1;0;0;1
"1370";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"51 - 60";6;"Jaskier";"Detractor";1;0;0;1
"1371";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"mniej ni¿ 30";5;"Jaskier";"Detractor";1;0;0;1
